main_category,category,sku,item_name,usd_price,upc,item_weight,item_length,item_width,item_height,part_number,manufacturer,brand_name,part_number,product_description
Units,Heaters,PM1000NACC2BXN,HTR IN/OUT W/PMP CU HX ,9592.05,7.88E+11,1010,88,45,50,PM1000NACC2BXN,Pentair,Pentair,PM1000NACC2BXN,HTR IN/OUT W/PMP CU HX 
Units,Heaters,PM1000NACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX,10873.52,7.88E+11,1064,88,45,50,PM1000NACC2PJN,Pentair,Pentair,PM1000NACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX
Units,Heaters,PM1000NACC2PXN,HTR IN/OUT W/PMP CU NI HX,10460.94,7.88E+11,869,88,45,50,PM1000NACC2PXN,Pentair,Pentair,PM1000NACC2PXN,HTR IN/OUT W/PMP CU NI HX
Units,Heaters,PM1000PACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX,10004.63,7.88E+11,N/A,N/A,N/A,N/A,PM1000PACC2BJN,Pentair,Pentair,PM1000PACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX
Units,Heaters,PM1000PACC2BXN,HTR IN/OUT W/PMP CU HX ,9592.05,7.88E+11,869,88,45,50,PM1000PACC2BXN,Pentair,Pentair,PM1000PACC2BXN,HTR IN/OUT W/PMP CU HX 
Units,Heaters,PM1000PACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX,10873.52,7.88E+11,869,88,45,50,PM1000PACC2PJN,Pentair,Pentair,PM1000PACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX
Units,Heaters,PM1000PACC2PXN,HTR IN/OUT W/PMP CU NI HX,10460.94,7.88E+11,869,88,45,50,PM1000PACC2PXN,Pentair,Pentair,PM1000PACC2PXN,HTR IN/OUT W/PMP CU NI HX
Units,Heaters,PM1250NACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX,11607.28,7.88E+11,1051,98,45,50,PM1250NACC2BJN,Pentair,Pentair,PM1250NACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX
Units,Heaters,PM1250NACC2BXN,HTR IN/OUT W/PMP CU HX ,11004.7,7.88E+11,1051,98,45,50,PM1250NACC2BXN,Pentair,Pentair,PM1250NACC2BXN,HTR IN/OUT W/PMP CU HX 
Units,Heaters,PM1250NACC2KJN,HTR INDR/OUTDR W/PMP CU HX CSD 1,13006.42,7.88E+11,N/A,N/A,N/A,N/A,PM1250NACC2KJN,Pentair,Pentair,PM1250NACC2KJN,HTR INDR/OUTDR W/PMP CU HX CSD 1
Units,Heaters,PM1250NACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX,12674.92,7.88E+11,1051,98,45,50,PM1250NACC2PJN,Pentair,Pentair,PM1250NACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX
Units,Heaters,PM1250NACC2PXN,HTR IN/OUT W/PMP CU NI HX,12050.87,7.88E+11,1051,98,45,50,PM1250NACC2PXN,Pentair,Pentair,PM1250NACC2PXN,HTR IN/OUT W/PMP CU NI HX
Units,Heaters,PM1250NACC2SJN,HTR INDR/OUTDR W/PMP CU NI HX CSD 1,13748.92,7.88E+11,1051,98,45,50,PM1250NACC2SJN,Pentair,Pentair,PM1250NACC2SJN,HTR INDR/OUTDR W/PMP CU NI HX CSD 1
Units,Heaters,PM1250PACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX,11607.28,7.88E+11,N/A,N/A,N/A,N/A,PM1250PACC2BJN,Pentair,Pentair,PM1250PACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX
Units,Heaters,PM1250PACC2BXN,HTR IN/OUT W/PMP CU HX ,11004.7,7.88E+11,1051,98,45,50,PM1250PACC2BXN,Pentair,Pentair,PM1250PACC2BXN,HTR IN/OUT W/PMP CU HX 
Units,Heaters,PM1250PACC2KJN,HTR INDR/OUTDR W/PMP CU HX CSD 1,13006.42,7.88E+11,N/A,N/A,N/A,N/A,PM1250PACC2KJN,Pentair,Pentair,PM1250PACC2KJN,HTR INDR/OUTDR W/PMP CU HX CSD 1
Units,Heaters,PM1250PACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX,12674.92,7.88E+11,1051,98,45,50,PM1250PACC2PJN,Pentair,Pentair,PM1250PACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX
Units,Heaters,PM1250PACC2PXN,HTR IN/OUT W/PMP CU NI HX,12050.87,7.88E+11,1051,98,45,50,PM1250PACC2PXN,Pentair,Pentair,PM1250PACC2PXN,HTR IN/OUT W/PMP CU NI HX
Units,Heaters,PM1250PACC2SJN,HTR INDR/OUTDR W/PMP CU NI HX CSD 1,13748.92,7.88E+11,N/A,N/A,N/A,N/A,PM1250PACC2SJN,Pentair,Pentair,PM1250PACC2SJN,HTR INDR/OUTDR W/PMP CU NI HX CSD 1
Units,Heaters,PM1500NACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX,14493.59,7.88E+11,1050,108,45,50,PM1500NACC2BJN,Pentair,Pentair,PM1500NACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX
Units,Heaters,PM1500NACC2BXN,HTR IN/OUT W/PMP CU HX ,12921.35,7.88E+11,1050,108,45,50,PM1500NACC2BXN,Pentair,Pentair,PM1500NACC2BXN,HTR IN/OUT W/PMP CU HX 
Units,Heaters,PM1500NACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX,14551.98,7.88E+11,1330,N/A,N/A,N/A,PM1500NACC2PJN,Pentair,Pentair,PM1500NACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX
Units,Heaters,PM1500NACC2PXN,HTR IN/OUT W/PMP CU NI HX,14062.92,7.88E+11,1050,108,45,50,PM1500NACC2PXN,Pentair,Pentair,PM1500NACC2PXN,HTR IN/OUT W/PMP CU NI HX
Units,Heaters,PM1500PACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX,13545.4,7.88E+11,N/A,N/A,N/A,N/A,PM1500PACC2BJN,Pentair,Pentair,PM1500PACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX
Units,Heaters,PM1500PACC2BXN,HTR IN/OUT W/PMP CU HX ,12921.35,7.88E+11,1050,108,45,50,PM1500PACC2BXN,Pentair,Pentair,PM1500PACC2BXN,HTR IN/OUT W/PMP CU HX 
Units,Heaters,PM1500PACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX,14551.98,7.88E+11,N/A,N/A,N/A,N/A,PM1500PACC2PJN,Pentair,Pentair,PM1500PACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX
Units,Heaters,PM1500PACC2PXN,HTR IN/OUT W/PMP CU NI HX,14062.92,7.88E+11,1050,108,45,50,PM1500PACC2PXN,Pentair,Pentair,PM1500PACC2PXN,HTR IN/OUT W/PMP CU NI HX
Units,Heaters,PM1750NACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX,15631.4,7.88E+11,1084,123,45,50,PM1750NACC2BJN,Pentair,Pentair,PM1750NACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX
Units,Heaters,PM1750NACC2BXN,HTR IN/OUT W/PMP CU HX ,15007.34,7.88E+11,1084,123,45,50,PM1750NACC2BXN,Pentair,Pentair,PM1750NACC2BXN,HTR IN/OUT W/PMP CU HX 
Units,Heaters,PM1750NACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX,16908.9,7.88E+11,N/A,N/A,N/A,N/A,PM1750NACC2PJN,Pentair,Pentair,PM1750NACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX
Units,Heaters,PM1750NACC2PXN,HTR IN/OUT W/PMP CU NI HX,16284.85,7.88E+11,1084,123,45,50,PM1750NACC2PXN,Pentair,Pentair,PM1750NACC2PXN,HTR IN/OUT W/PMP CU NI HX
Units,Heaters,PM1750PACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX,15631.4,7.88E+11,N/A,N/A,N/A,N/A,PM1750PACC2BJN,Pentair,Pentair,PM1750PACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX
Units,Heaters,PM1750PACC2BXN,HTR IN/OUT W/PMP CU HX ,15007.34,7.88E+11,1084,123,45,50,PM1750PACC2BXN,Pentair,Pentair,PM1750PACC2BXN,HTR IN/OUT W/PMP CU HX 
Units,Heaters,PM1750PACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX,16908.9,7.88E+11,N/A,N/A,N/A,N/A,PM1750PACC2PJN,Pentair,Pentair,PM1750PACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX
Units,Heaters,PM1750PACC2PXN,HTR IN/OUT W/PMP CU NI HX,16284.85,7.88E+11,1084,123,45,50,PM1750PACC2PXN,Pentair,Pentair,PM1750PACC2PXN,HTR IN/OUT W/PMP CU NI HX
Units,Heaters,PM2000NACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX,15934.27,7.88E+11,1284,133,45,50,PM2000NACC2BJN,Pentair,Pentair,PM2000NACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX
Units,Heaters,PM2000NACC2BXN,HTR IN/OUT W/PMP CU HX ,15310.22,7.88E+11,1284,133,45,50,PM2000NACC2BXN,Pentair,Pentair,PM2000NACC2BXN,HTR IN/OUT W/PMP CU HX 
Units,Heaters,PM2000NACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX,17831.85,7.88E+11,1284,133,45,50,PM2000NACC2PJN,Pentair,Pentair,PM2000NACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX
Units,Heaters,PM2000NACC2PXN,HTR IN/OUT W/PMP CU NI HX,17207.81,7.88E+11,1284,133,45,50,PM2000NACC2PXN,Pentair,Pentair,PM2000NACC2PXN,HTR IN/OUT W/PMP CU NI HX
Units,Heaters,PM2000PACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX,15934.27,7.88E+11,1284,N/A,N/A,N/A,PM2000PACC2BJN,Pentair,Pentair,PM2000PACC2BJN,HTR INDR/OUTDR W/PMP CI CU HX
Units,Heaters,PM2000PACC2BXN,HTR IN/OUT W/PMP CU HX ,15310.22,7.88E+11,1284,133,45,50,PM2000PACC2BXN,Pentair,Pentair,PM2000PACC2BXN,HTR IN/OUT W/PMP CU HX 
Units,Heaters,PM2000PACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX,17831.85,7.88E+11,1284,133,45,50,PM2000PACC2PJN,Pentair,Pentair,PM2000PACC2PJN,HTR INDR/OUTDR W/PMP CI CU NI HX
Units,Heaters,PM2000PACC2PXN,HTR IN/OUT W/PMP CU NI HX,17207.81,7.88E+11,1284,133,45,50,PM2000PACC2PXN,Pentair,Pentair,PM2000PACC2PXN,HTR IN/OUT W/PMP CU NI HX
Units,Systems,PNBKCCWRJXXXX0,BSE KIT SYS CC/WAR/JWP ,83.18,7.88E+11,10.5,34.25,8.5,20.5,PNBKCCWRJXXXX0,Pentair,Pentair,PNBKCCWRJXXXX0,BSE KIT SYS CC/WAR/JWP 
Units,Systems,PNBKCCWROXXXX0,BSE KIT SYS CC/WAR/OPTI ,83.18,7.88E+11,10.5,34.25,8.5,20.5,PNBKCCWROXXXX0,Pentair,Pentair,PNBKCCWROXXXX0,BSE KIT SYS CC/WAR/OPTI 
Units,Systems,PNCC0050OD1160,SYS CC50 OPTI 3/4HP 1SP 3'STD W/6'HK,285.68,7.88E+11,76,24.5,25.25,35,PNCC0050OD1160,Pentair,Pentair,PNCC0050OD1160,SYS CC50 OPTI 3/4HP 1SP 3'STD W/6'HK
Units,Systems,PNCC0050OE1160,SYS CC50 OPTI 1HP 1SP 3' STD W/6'HK,302.32,7.88E+11,49,24.5,25.25,35,PNCC0050OE1160,Pentair,Pentair,PNCC0050OE1160,SYS CC50 OPTI 1HP 1SP 3' STD W/6'HK
Units,Systems,PNCC0075OE1160,SYS CC75 OPTI 1HP 1SP 3' STD W/6'HK,314.53,7.88E+11,60,24.5,25.25,35,PNCC0075OE1160,Pentair,Pentair,PNCC0075OE1160,SYS CC75 OPTI 1HP 1SP 3' STD W/6'HK
Units,Systems,PNCC0075OE1260,SYS CC75 OPTI 1HP 1SP 3' TWL W/6' HK,320.52,7.88E+11,76,14,14,26.5,PNCC0075OE1260,Pentair,Pentair,PNCC0075OE1260,SYS CC75 OPTI 1HP 1SP 3' TWL W/6' HK
Units,Systems,PNCC0100OE1160,SYS CC100 OPTI 1HP 1SP 3' STD W/6' HK,338.96,7.88E+11,67,24.5,25.25,35,PNCC0100OE1160,Pentair,Pentair,PNCC0100OE1160,SYS CC100 OPTI 1HP 1SP 3' STD W/6' HK
Units,Systems,PNCC0100OF1160,SYS CC100 OPTI 1.5HP 1SP 3' STD W/6' HK,355.61,7.88E+11,69,24.5,25.25,35,PNCC0100OF1160,Pentair,Pentair,PNCC0100OF1160,SYS CC100 OPTI 1.5HP 1SP 3' STD W/6' HK
Units,Systems,PNCC0100OF1260,SYS CC100 OPTI 1.5HP 1SP 3'TWL W/6'HK,361.59,7.88E+11,69,24.5,25.25,35,PNCC0100OF1260,Pentair,Pentair,PNCC0100OF1260,SYS CC100 OPTI 1.5HP 1SP 3'TWL W/6'HK
Units,Systems,PNCC0100OF2160,SYS CC100 OPTI 1.5HP 2SP 3'STD W/6'HK,393.53,7.88E+11,69,24.5,25.25,35,PNCC0100OF2160,Pentair,Pentair,PNCC0100OF2160,SYS CC100 OPTI 1.5HP 2SP 3'STD W/6'HK
Units,Systems,PNCC0100OF2260,SYS CC100 OPTI 1.5HP 2SP 3'TWL W/6'HK,399.51,7.88E+11,69,24.5,25.25,35,PNCC0100OF2260,Pentair,Pentair,PNCC0100OF2260,SYS CC100 OPTI 1.5HP 2SP 3'TWL W/6'HK
Units,Systems,PNCC0100OO1160,SYS CC100 OPTI 1.5HP SPL 1SP 3'STD W/6'HK,338.97,7.88E+11,67,25,24.3,34,PNCC0100OO1160,Pentair,Pentair,PNCC0100OO1160,SYS CC100 OPTI 1.5HP SPL 1SP 3'STD W/6'HK
Units,Systems,PNCC0100OO1260,SYS CC100 OPTI 1.5HP SPL 1SP 3'TWL W/6'WK,344.94,7.88E+11,67,25,24.3,34,PNCC0100OO1260,Pentair,Pentair,PNCC0100OO1260,SYS CC100 OPTI 1.5HP SPL 1SP 3'TWL W/6'WK
Units,Systems,PNCC0100OO2160,SYS CC100 OPTI 1.5HP SPL 2SP 3'STD W/6'HK,376.88,7.88E+11,69,25,24.3,34,PNCC0100OO2160,Pentair,Pentair,PNCC0100OO2160,SYS CC100 OPTI 1.5HP SPL 2SP 3'STD W/6'HK
Units,Systems,PNCC0100OO2260,SYS CC100 OPTI 1.5HP SPL 2SP 3'TWL W/6'HK,382.87,7.88E+11,69,25,24.3,34,PNCC0100OO2260,Pentair,Pentair,PNCC0100OO2260,SYS CC100 OPTI 1.5HP SPL 2SP 3'TWL W/6'HK
Units,Systems,PNCC0125OF1160,SYS CC125 OPTI 1.5HP 1SP 3'STD W/6'HK,367.82,7.88E+11,70,24.5,25.25,35,PNCC0125OF1160,Pentair,Pentair,PNCC0125OF1160,SYS CC125 OPTI 1.5HP 1SP 3'STD W/6'HK
Units,Systems,PNCC0150OF1160,SYS CC150 OPTI 1.5HP 1SP 3'STD W/6' HK,392.25,7.88E+11,71,24,25,43,PNCC0150OF1160,Pentair,Pentair,PNCC0150OF1160,SYS CC150 OPTI 1.5HP 1SP 3'STD W/6' HK
Units,Systems,PNCC0150OF1260,SYS CC150 OPTI 1.5HP 1SP 3'TWL W/6'HK,398.23,7.88E+11,71,24,25,43,PNCC0150OF1260,Pentair,Pentair,PNCC0150OF1260,SYS CC150 OPTI 1.5HP 1SP 3'TWL W/6'HK
Units,Systems,PNCC0150OF2160,SYS CC150 OPTI 1.5HP 2SP 3'STD W/6' HK,430.17,7.88E+11,71,24,25,43,PNCC0150OF2160,Pentair,Pentair,PNCC0150OF2160,SYS CC150 OPTI 1.5HP 2SP 3'STD W/6' HK
Units,Systems,PNCC0150OF2260,SYS CC150 OPTI 1.5HP 2SP 3'TWL W/6'HK,436.15,7.88E+11,71,24,25,43,PNCC0150OF2260,Pentair,Pentair,PNCC0150OF2260,SYS CC150 OPTI 1.5HP 2SP 3'TWL W/6'HK
Units,Systems,PNCC0150OP1160,SYS CC150 OPTI 2HP SPL 1SP 3'STD W/6'HK,392.24,7.88E+11,71,24.5,23.5,42.5,PNCC0150OP1160,Pentair,Pentair,PNCC0150OP1160,SYS CC150 OPTI 2HP SPL 1SP 3'STD W/6'HK
Units,Systems,PNCC0150OP1260,SYS CC150 OPTI 2HP SPL 1SP 3'TWL W/6'HK,398.23,7.88E+11,71,24.5,23.5,42.5,PNCC0150OP1260,Pentair,Pentair,PNCC0150OP1260,SYS CC150 OPTI 2HP SPL 1SP 3'TWL W/6'HK
Units,Systems,PNCC0150OP2160,SYS CC150 OPTI 2HP SPL 2SP 3'STD W/6'HK,430.16,7.88E+11,71,24.5,23.5,42.5,PNCC0150OP2160,Pentair,Pentair,PNCC0150OP2160,SYS CC150 OPTI 2HP SPL 2SP 3'STD W/6'HK
Units,Systems,PNCC0150OP2260,SYS CC150 OPTI 2HP SPL 2SP 3'TWL W/6'HK,436.15,7.88E+11,71,24.5,23.5,42.5,PNCC0150OP2260,Pentair,Pentair,PNCC0150OP2260,SYS CC150 OPTI 2HP SPL 2SP 3'TWL W/6'HK
Units,Systems,PNCC0175OF1160,SYS CC175 OPTI 1.5HP 1SP 3'STD W/6'HK,404.46,7.88E+11,72,24,25,43,PNCC0175OF1160,Pentair,Pentair,PNCC0175OF1160,SYS CC175 OPTI 1.5HP 1SP 3'STD W/6'HK
Units,Systems,PNCC0200OP1160,SYS CC200 OPTI 2HP SPL 1 SP 3'STD W/6'HK,416.67,7.88E+11,74,24,25,43,PNCC0200OP1160,Pentair,Pentair,PNCC0200OP1160,SYS CC200 OPTI 2HP SPL 1 SP 3'STD W/6'HK
Units,Systems,PNCC0200OP1260,SYS CC200 OPTI 2HP SPL 1 SP 3'TWL W/6'HK,422.65,7.88E+11,74,24,25,43,PNCC0200OP1260,Pentair,Pentair,PNCC0200OP1260,SYS CC200 OPTI 2HP SPL 1 SP 3'TWL W/6'HK
Units,Systems,PNCC0200OP2160,SYS CC200 OPTI 2HP SPL 2 SP 3'STD W/6'HK,454.59,7.88E+11,74,24,25,43,PNCC0200OP2160,Pentair,Pentair,PNCC0200OP2160,SYS CC200 OPTI 2HP SPL 2 SP 3'STD W/6'HK
Units,Systems,PNCC0200OP2260,SYS CC200 OPTI 2HP SPL 2 SP 3'TWL W/6'HK,460.57,7.88E+11,74,24,25,43,PNCC0200OP2260,Pentair,Pentair,PNCC0200OP2260,SYS CC200 OPTI 2HP SPL 2 SP 3'TWL W/6'HK
Units,Systems,PNEC0060OE1160,SYS ECDE60 OPT 1HP 1SP 3'STD w/6' HK,355.16,7.88E+11,58,24.5,25.25,35,PNEC0060OE1160,Pentair,Pentair,PNEC0060OE1160,SYS ECDE60 OPT 1HP 1SP 3'STD w/6' HK
Units,Systems,PNEC0060OE1260,SYS ECDE60 OPT 1HP 1SP 3'TWL w/6' HK,360.92,7.88E+11,58,24.5,25.25,35,PNEC0060OE1260,Pentair,Pentair,PNEC0060OE1260,SYS ECDE60 OPT 1HP 1SP 3'TWL w/6' HK
Units,Systems,PNEC0060OE2160,SYS ECDE60 OPT 1HP 2SP 3'STD w/6' HK,391.63,7.88E+11,58,24.5,25.25,35,PNEC0060OE2160,Pentair,Pentair,PNEC0060OE2160,SYS ECDE60 OPT 1HP 2SP 3'STD w/6' HK
Units,Systems,PNEC0060OE2260,SYS ECDE60 OPT 1HP 2SP 3'TWL w/6' HK,397.38,7.88E+11,58,24.5,25.25,35,PNEC0060OE2260,Pentair,Pentair,PNEC0060OE2260,SYS ECDE60 OPT 1HP 2SP 3'TWL w/6' HK
Units,Systems,PNEC0090OF1160,SYS ECDE90 OPT 1.5HP 1SP 3'STD w/6' HK,407.13,7.88E+11,69,24.5,23.5,42.5,PNEC0090OF1160,Pentair,Pentair,PNEC0090OF1160,SYS ECDE90 OPT 1.5HP 1SP 3'STD w/6' HK
Units,Systems,PNEC0090OF1260,SYS ECDE90 OPT 1.5HP 1SP 3'TWL w/6' HK,412.89,7.88E+11,69,24.5,23.5,42.5,PNEC0090OF1260,Pentair,Pentair,PNEC0090OF1260,SYS ECDE90 OPT 1.5HP 1SP 3'TWL w/6' HK
Units,Systems,PNEC0090OF2160,SYS ECDE90 OPT 1.5HP 2SP 3'STD w/6' HK,443.59,7.88E+11,69,24.5,23.5,42.5,PNEC0090OF2160,Pentair,Pentair,PNEC0090OF2160,SYS ECDE90 OPT 1.5HP 2SP 3'STD w/6' HK
Units,Systems,PNEC0090OF2260,SYS ECDE90 OPT 1.5HP 2SP 3'TWL w/6' HK,449.35,7.88E+11,69,24.5,23.5,42.5,PNEC0090OF2260,Pentair,Pentair,PNEC0090OF2260,SYS ECDE90 OPT 1.5HP 2SP 3'TWL w/6' HK
Units,Systems,PNSD0035DD1160,SYS SD35 .75HP 1SP 3'STD W/6'HK,310.65,7.88E+11,84,21.5,25,35,PNSD0035DD1160,Pentair,Pentair,PNSD0035DD1160,SYS SD35 .75HP 1SP 3'STD W/6'HK
Units,Systems,PNSD0035DD11X0,SYS SD35 .75HP 1SP 3'STD W/O HK,293.1,7.88E+11,65,24.5,25.25,35,PNSD0035DD11X0,Pentair,Pentair,PNSD0035DD11X0,SYS SD35 .75HP 1SP 3'STD W/O HK
Units,Systems,PNSD0035DE1160,SYS SD35 1HP 1SP 3'STD W/6'HK,321.69,7.88E+11,69,24.5,25.25,35,PNSD0035DE1160,Pentair,Pentair,PNSD0035DE1160,SYS SD35 1HP 1SP 3'STD W/6'HK
Units,Systems,PNSD0035DE2160,SYS SD35 1HP 2SP 3'STD W/6'HK,359.61,7.88E+11,69,25,24.3,34,PNSD0035DE2160,Pentair,Pentair,PNSD0035DE2160,SYS SD35 1HP 2SP 3'STD W/6'HK
Units,Systems,PNSD0040DE1160,SYS SD40 1HP 1SP 3'STD W/6'HK,340.01,7.88E+11,73,28.5,30.5,35,PNSD0040DE1160,Pentair,Pentair,PNSD0040DE1160,SYS SD40 1HP 1SP 3'STD W/6'HK
Units,Systems,PNSD0040DE11X0,SYS SD40 1HP 1SP 3'STD W/O HK,322.47,7.88E+11,73,28.5,30.5,35,PNSD0040DE11X0,Pentair,Pentair,PNSD0040DE11X0,SYS SD40 1HP 1SP 3'STD W/O HK
Units,Systems,PNSD0040DE1260,SYS SD40 1HP 1SP 3'TWL W/6'HK,346,7.88E+11,73,28.5,30.5,35,PNSD0040DE1260,Pentair,Pentair,PNSD0040DE1260,SYS SD40 1HP 1SP 3'TWL W/6'HK
Units,Systems,PNSD0040DO1160,SYS SD40 1.5HP SPL 1SP 3'STD W/6'HK,340.01,7.88E+11,73,28.5,30.5,35,PNSD0040DO1160,Pentair,Pentair,PNSD0040DO1160,SYS SD40 1.5HP SPL 1SP 3'STD W/6'HK
Units,Systems,PNSD0040DO11X0,SYS SD40 1.5HP SPL 1SP 3'STD W/O HK,322.47,7.88E+11,73,28.5,30.5,35,PNSD0040DO11X0,Pentair,Pentair,PNSD0040DO11X0,SYS SD40 1.5HP SPL 1SP 3'STD W/O HK
Units,Systems,PNSD0040DO1260,SYS SD40 1.5HP SPL 1SP 3'TWL W/6'HK,346,7.88E+11,73,28.5,30.5,35,PNSD0040DO1260,Pentair,Pentair,PNSD0040DO1260,SYS SD40 1.5HP SPL 1SP 3'TWL W/6'HK
Units,Systems,PNSD0040DO2160,SYS SD40 1.5HP SPL 2SP 3'STD W/6'HK,377.93,7.88E+11,71,30,28,34,PNSD0040DO2160,Pentair,Pentair,PNSD0040DO2160,SYS SD40 1.5HP SPL 2SP 3'STD W/6'HK
Units,Systems,PNSD0060DO1160,SYS SD60 1.5HP SPL 1SP 3'STD W/6'HK,366.35,7.88E+11,82,32.5,32.5,35,PNSD0060DO1160,Pentair,Pentair,PNSD0060DO1160,SYS SD60 1.5HP SPL 1SP 3'STD W/6'HK
Units,Systems,PNSD0060DO11X0,SYS SD60 1.5HP SPL 1SP 3'STD W/O HK,348.82,7.88E+11,77,32.5,32.5,35,PNSD0060DO11X0,Pentair,Pentair,PNSD0060DO11X0,SYS SD60 1.5HP SPL 1SP 3'STD W/O HK
Units,Systems,PNSD0060DO1260,SYS SD60 1.5HP SPL 1SP 3'TWL W/6'HK,372.34,7.88E+11,77,32.5,32.5,35,PNSD0060DO1260,Pentair,Pentair,PNSD0060DO1260,SYS SD60 1.5HP SPL 1SP 3'TWL W/6'HK
Units,Systems,PNSD0060DO2260,SYS SD60 1.5HP SPL 2SP 3'TWL W/6'HK,410.26,7.88E+11,77,32.5,32.5,35,PNSD0060DO2260,Pentair,Pentair,PNSD0060DO2260,SYS SD60 1.5HP SPL 2SP 3'TWL W/6'HK
Units,Systems,PNSD0060DP1160,SYS SD60 2HP SPL 1SP 3'STD W/6'HK,377.4,7.88E+11,82,32.5,32.5,35,PNSD0060DP1160,Pentair,Pentair,PNSD0060DP1160,SYS SD60 2HP SPL 1SP 3'STD W/6'HK
Units,Systems,PNSD0060DP2160,SYS SD60 2HP SPL 2SP 3' STD W/6'HK,415.32,7.88E+11,80,32,32,34,PNSD0060DP2160,Pentair,Pentair,PNSD0060DP2160,SYS SD60 2HP SPL 2SP 3' STD W/6'HK
Units,Paragon,PS10X10,"10"" X 10"" STRAINER PLASTIC FLANGED",2138.11,,N/A,N/A,N/A,N/A,PS10X10,Pentair,Pentair,PS10X10,"10"" X 10"" STRAINER PLASTIC FLANGED"
Units,Paragon,PS10X5E,"10"" X 5"" STRAINER PLASTIC FLANGED ECCENTRC",2299.13,,N/A,N/A,N/A,N/A,PS10X5E,Pentair,Pentair,PS10X5E,"10"" X 5"" STRAINER PLASTIC FLANGED ECCENTRC"
Units,Paragon,PS10X6E,"10"" X 6"" STRAINER PLASTIC FLANGED ECCENTRC",2214.03,,N/A,N/A,N/A,N/A,PS10X6E,Pentair,Pentair,PS10X6E,"10"" X 6"" STRAINER PLASTIC FLANGED ECCENTRC"
Units,Paragon,PS10X8E,"10"" X 8"" STRAINER PLASTIC FLANGED ECCENTRC",2202.52,,N/A,N/A,N/A,N/A,PS10X8E,Pentair,Pentair,PS10X8E,"10"" X 8"" STRAINER PLASTIC FLANGED ECCENTRC"
Units,Pumps,PS17-78,DC BILGE PUMP ,109.87,22315375406,N/A,N/A,N/A,N/A,PS17-78,Pentair,Pentair,PS17-78,DC BILGE PUMP 
Units,Pumps,PS19S-T02,19 GALLON SHORT PROSOURCE TANK,207.18,22315314573,N/A,N/A,N/A,N/A,PS19S-T02,Pentair,Pentair,PS19S-T02,19 GALLON SHORT PROSOURCE TANK
Units,Pumps,PS19T-T02,19 GALLON TALL PROSOURCE TANK,197.62,22315314580,N/A,N/A,N/A,N/A,PS19T-T02,Pentair,Pentair,PS19T-T02,19 GALLON TALL PROSOURCE TANK
Units,Paragon,PS4X3E,"4"" X 3"" STRAINER PLASTIC FLANGED ECCENTRIC",1839.08,,N/A,N/A,N/A,N/A,PS4X3E,Pentair,Pentair,PS4X3E,"4"" X 3"" STRAINER PLASTIC FLANGED ECCENTRIC"
Units,Pumps,PS50-T50,50 GALLON PROSOURCE TANK ,407.98,22315314627,N/A,N/A,N/A,N/A,PS50-T50,Pentair,Pentair,PS50-T50,50 GALLON PROSOURCE TANK 
Units,Paragon,PS6X3E,"6"" X 3"" STRAINER PLASTIC FLANGED ECCENTRIC",1753.96,,N/A,N/A,N/A,N/A,PS6X3E,Pentair,Pentair,PS6X3E,"6"" X 3"" STRAINER PLASTIC FLANGED ECCENTRIC"
