main_category,category,sku,item_name,usd_price,upc,item_weight,item_length,item_width,item_height,part_number,manufacturer,brand_name,part_number,product_description
Units,Paragon,AD030-4603-N12,ACU-DRIVE 3HP 460V 3PH NEMA12 W/BATT BU & SU,2321.3,,N/A,N/A,N/A,N/A,AD030-4603-N12,Pentair,Pentair,AD030-4603-N12,ACU-DRIVE 3HP 460V 3PH NEMA12 W/BATT BU & SU
Units,Paragon,AD030-5753-N01,ACU-DRIVE 3HP 575V 3PH NEMA1  W/BATT BU & SU,2349.12,,N/A,N/A,N/A,N/A,AD030-5753-N01,Pentair,Pentair,AD030-5753-N01,ACU-DRIVE 3HP 575V 3PH NEMA1  W/BATT BU & SU
Units,Paragon,AD030-5753-N12,ACU-DRIVE 3HP 575V 3PH NEMA12 W/BATT BU & SU,2468.28,,N/A,N/A,N/A,N/A,AD030-5753-N12,Pentair,Pentair,AD030-5753-N12,ACU-DRIVE 3HP 575V 3PH NEMA12 W/BATT BU & SU
Units,Paragon,AD050-2301-N01,ACU-DRIVE 5HP 230V 1PH NEMA1 W/BATT BU & SU,2720.2,,N/A,N/A,N/A,N/A,AD050-2301-N01,Pentair,Pentair,AD050-2301-N01,ACU-DRIVE 5HP 230V 1PH NEMA1 W/BATT BU & SU
Units,Paragon,AD050-2301-N12,ACU-DRIVE 5HP 230V 1PH NEMA12 W/BATT BU & SU,3006.66,,N/A,N/A,N/A,N/A,AD050-2301-N12,Pentair,Pentair,AD050-2301-N12,ACU-DRIVE 5HP 230V 1PH NEMA12 W/BATT BU & SU
Units,Paragon,AD050-2303-N01,ACU DRIVE 5HP 230V 3PH NEMA 1 W/BATT B/U&STRTUP,2261.22,7.88E+11,N/A,N/A,N/A,N/A,AD050-2303-N01,Pentair,Pentair,AD050-2303-N01,ACU DRIVE 5HP 230V 3PH NEMA 1 W/BATT B/U&STRTUP
Units,Paragon,AD050-2303-N01-FB,ACU-DRIVE 5HP 230V 3PH NEM 1 W/FUSEBP & BATTBU,3355.27,,N/A,N/A,N/A,N/A,AD050-2303-N01-FB,Pentair,Pentair,AD050-2303-N01-FB,ACU-DRIVE 5HP 230V 3PH NEM 1 W/FUSEBP & BATTBU
Units,Paragon,AD050-2303-N12,"ACU DRIVE 5HP 230V 3PH NEMA12 W/BATT B/U,S/U&FD",2374.08,7.88E+11,N/A,N/A,N/A,N/A,AD050-2303-N12,Pentair,Pentair,AD050-2303-N12,"ACU DRIVE 5HP 230V 3PH NEMA12 W/BATT B/U,S/U&FD"
Units,Paragon,AD050-4603-N01,ACU DRIVE 5HP 460V 3PH NEM1 W/SU BATT BU & FD,2220.77,7.88E+11,N/A,N/A,N/A,N/A,AD050-4603-N01,Pentair,Pentair,AD050-4603-N01,ACU DRIVE 5HP 460V 3PH NEM1 W/SU BATT BU & FD
Units,Paragon,AD050-4603-N12,"ACU DRIVE 5HP 460V 3PH NEMA12 W/BATT B/U,S/U&FD",2356.22,7.88E+11,N/A,N/A,N/A,N/A,AD050-4603-N12,Pentair,Pentair,AD050-4603-N12,"ACU DRIVE 5HP 460V 3PH NEMA12 W/BATT B/U,S/U&FD"
Units,Paragon,AD050-5753-N01,ACU DRIVE 5HP 575V 3PH NEMA 1,2513.42,7.88E+11,N/A,N/A,N/A,N/A,AD050-5753-N01,Pentair,Pentair,AD050-5753-N01,ACU DRIVE 5HP 575V 3PH NEMA 1
Units,Paragon,AD050-5753-N12,ACU DRIVE 5HP 575V 3PH NEMA 12,2632.59,7.88E+11,35,N/A,N/A,N/A,AD050-5753-N12,Pentair,Pentair,AD050-5753-N12,ACU DRIVE 5HP 575V 3PH NEMA 12
Units,Paragon,AD050X-2303-N12-FB,"ACU-DRIVE 5HP 230V 3PH N12 W/BB,FD,FB LESS STUP",2724.48,,N/A,N/A,N/A,N/A,AD050X-2303-N12-FB,Pentair,Pentair,AD050X-2303-N12-FB,"ACU-DRIVE 5HP 230V 3PH N12 W/BB,FD,FB LESS STUP"
Units,Paragon,AD075-2301-N01,ACU DRIVE 7.5HP 230V 1PH NEMA 1 W/BATT B/U&SRTUP,3033.45,7.88E+11,N/A,N/A,N/A,N/A,AD075-2301-N01,Pentair,Pentair,AD075-2301-N01,ACU DRIVE 7.5HP 230V 1PH NEMA 1 W/BATT B/U&SRTUP
Units,Paragon,AD075-2301-N12,ACU-DRIVE 7.5HP 230V 1PH NEMA12 W/STARTUP&BATT BU,3392.34,7.88E+11,N/A,N/A,N/A,N/A,AD075-2301-N12,Pentair,Pentair,AD075-2301-N12,ACU-DRIVE 7.5HP 230V 1PH NEMA12 W/STARTUP&BATT BU
Units,Paragon,AD075-2303-N01,ACU-DRIVE 7.5HP 230V 3PH NEMA1 W/BATT B/U&STARTUP,2696.72,7.88E+11,109,N/A,N/A,N/A,AD075-2303-N01,Pentair,Pentair,AD075-2303-N01,ACU-DRIVE 7.5HP 230V 3PH NEMA1 W/BATT B/U&STARTUP
Units,Paragon,AD075-2303-N12,ACU DRIVE 7.5HP 230V 3PH NEMA 12 W/BATT BU & SU,2818.05,7.88E+11,N/A,N/A,N/A,N/A,AD075-2303-N12,Pentair,Pentair,AD075-2303-N12,ACU DRIVE 7.5HP 230V 3PH NEMA 12 W/BATT BU & SU
Units,Paragon,AD075-4603-N01,ACU DRIVE 7.5HP 460V 3PH NEM1 W/S/U BATT BU & FD,2354.34,7.88E+11,N/A,N/A,N/A,N/A,AD075-4603-N01,Pentair,Pentair,AD075-4603-N01,ACU DRIVE 7.5HP 460V 3PH NEM1 W/S/U BATT BU & FD
Units,Paragon,AD075-4603-N12,"ACU DRIVE 7.5HP 460V 3PH NEMA12 W/BATT B/U,S/U&FD",2489.79,7.88E+11,N/A,N/A,N/A,N/A,AD075-4603-N12,Pentair,Pentair,AD075-4603-N12,"ACU DRIVE 7.5HP 460V 3PH NEMA12 W/BATT B/U,S/U&FD"
Units,Paragon,AD075-5753-N01,ACU DRIVE 7.5HP 575V 3PH NEMA 1,2688.01,7.88E+11,N/A,N/A,N/A,N/A,AD075-5753-N01,Pentair,Pentair,AD075-5753-N01,ACU DRIVE 7.5HP 575V 3PH NEMA 1
Units,Paragon,AD075-5753-N12,ACU DRIVE 7.5HP 575V 3PH NEMA 12,2807.16,7.88E+11,N/A,N/A,N/A,N/A,AD075-5753-N12,Pentair,Pentair,AD075-5753-N12,ACU DRIVE 7.5HP 575V 3PH NEMA 12
Units,Paragon,AD075X-2303-N12,"ACU-DRIVE 7.5HP 230V 3PH NEMA 12 BATT BU, LESS SU",2170.21,,N/A,N/A,N/A,N/A,AD075X-2303-N12,Pentair,Pentair,AD075X-2303-N12,"ACU-DRIVE 7.5HP 230V 3PH NEMA 12 BATT BU, LESS SU"
Units,Paragon,AD075x-2303-N4X,"ACU-DRIVE 7.5H 230V 3PH NEMA4X W/BAT B/U,LESS SU",2593.83,,N/A,N/A,N/A,N/A,AD075x-2303-N4X,Pentair,Pentair,AD075x-2303-N4X,"ACU-DRIVE 7.5H 230V 3PH NEMA4X W/BAT B/U,LESS SU"
Units,Paragon,AD100-2301-N01,ACU DRIVE 10HP 230V 1PH NEMA 1,3394.41,7.88E+11,N/A,N/A,N/A,N/A,AD100-2301-N01,Pentair,Pentair,AD100-2301-N01,ACU DRIVE 10HP 230V 1PH NEMA 1
Units,Paragon,AD100-2301-N12,ACU DRIVE 10HP 230V 1PH NEMA12 W/BATT B/U&STRTUP,3888.18,7.88E+11,N/A,N/A,N/A,N/A,AD100-2301-N12,Pentair,Pentair,AD100-2301-N12,ACU DRIVE 10HP 230V 1PH NEMA12 W/BATT B/U&STRTUP
Units,Paragon,AD100-2303-N01,ACU DRIVE 10HP 230V 3PH NEMA 1,2832.15,7.88E+11,N/A,N/A,N/A,N/A,AD100-2303-N01,Pentair,Pentair,AD100-2303-N01,ACU DRIVE 10HP 230V 3PH NEMA 1
Units,Paragon,AD100-2303-N12,ACU DRIVE 10HP 230V 3PH NEMA 12 W/S/U & BATT B/U,2980.97,7.88E+11,N/A,N/A,N/A,N/A,AD100-2303-N12,Pentair,Pentair,AD100-2303-N12,ACU DRIVE 10HP 230V 3PH NEMA 12 W/S/U & BATT B/U
Units,Paragon,AD100-2303-N12-FB,"ACU-DRIVE 10HP 230V 3PH NEMA12 W/FB, BATT BU &SU",4103.54,,N/A,N/A,N/A,N/A,AD100-2303-N12-FB,Pentair,Pentair,AD100-2303-N12-FB,"ACU-DRIVE 10HP 230V 3PH NEMA12 W/FB, BATT BU &SU"
Units,Paragon,AD100-4603-N01,ACU-DRIVE 10HP 460V 3PH NEMA1 W/S/U & BATT B/U,2575.13,7.88E+11,N/A,N/A,N/A,N/A,AD100-4603-N01,Pentair,Pentair,AD100-4603-N01,ACU-DRIVE 10HP 460V 3PH NEMA1 W/S/U & BATT B/U
Units,Paragon,AD100-4603-N12,"ACU DRIVE 10HP 460V 3PH NEMA12 W/BATT B/U,S/U&FD",2635.58,7.88E+11,N/A,N/A,N/A,N/A,AD100-4603-N12,Pentair,Pentair,AD100-4603-N12,"ACU DRIVE 10HP 460V 3PH NEMA12 W/BATT B/U,S/U&FD"
Units,Paragon,AD100-5753-N01,ACU DRIVE 10HP 575V 3PH NEMA 1,2842.04,7.88E+11,N/A,N/A,N/A,N/A,AD100-5753-N01,Pentair,Pentair,AD100-5753-N01,ACU DRIVE 10HP 575V 3PH NEMA 1
Units,Paragon,AD100-5753-N12,ACU DRIVE 10HP 575V 3PH NEMA 12,2961.2,7.88E+11,N/A,N/A,N/A,N/A,AD100-5753-N12,Pentair,Pentair,AD100-5753-N12,ACU DRIVE 10HP 575V 3PH NEMA 12
Units,Paragon,AD-130B1098,DANFOSS BACKPLATE FOR A5 ENCLOSURE,23.95,,N/A,N/A,N/A,N/A,AD-130B1098,Pentair,Pentair,AD-130B1098,DANFOSS BACKPLATE FOR A5 ENCLOSURE
Units,Paragon,AD-130B1119,ACU-DRIVE MCA 121 ETHERNET IP CARD,425.74,,N/A,N/A,N/A,N/A,AD-130B1119,Pentair,Pentair,AD-130B1119,ACU-DRIVE MCA 121 ETHERNET IP CARD
Units,Paragon,AD-130B1143,ACU-DRIVE BTTRY BU MODUL MCB109 CONFRML CT,220.82,,N/A,N/A,N/A,N/A,AD-130B1143,Pentair,Pentair,AD-130B1143,ACU-DRIVE BTTRY BU MODUL MCB109 CONFRML CT
Units,Paragon,AD-130B1243,ACU-DRIVE BATTERY BACKUP MODULE MCB109,220.82,,N/A,N/A,N/A,N/A,AD-130B1243,Pentair,Pentair,AD-130B1243,ACU-DRIVE BATTERY BACKUP MODULE MCB109
Units,Paragon,AD-130B1802,"ACU-DRIVE POWER CARD 7 5KW, 200V",1204.47,,N/A,N/A,N/A,N/A,AD-130B1802,Pentair,Pentair,AD-130B1802,"ACU-DRIVE POWER CARD 7 5KW, 200V"
Units,Paragon,AD-130B2836,"ACU-DRIVE dU/dt FILTER 460V 5-30HP, 575V 5-25HP",553.92,,N/A,N/A,N/A,N/A,AD-130B2836,Pentair,Pentair,AD-130B2836,"ACU-DRIVE dU/dt FILTER 460V 5-30HP, 575V 5-25HP"
Units,Paragon,AD-130B3257,ACU-DRIVE COMMON MODE FILTER (2x) 230V 0-20HP,93.03,,N/A,N/A,N/A,N/A,AD-130B3257,Pentair,Pentair,AD-130B3257,ACU-DRIVE COMMON MODE FILTER (2x) 230V 0-20HP
Units,Paragon,AD-130B3258,ACU-DRIVE COMMON MODE FILTER (2x) 230V 25-60HP,389.01,,N/A,N/A,N/A,N/A,AD-130B3258,Pentair,Pentair,AD-130B3258,ACU-DRIVE COMMON MODE FILTER (2x) 230V 25-60HP
Units,Paragon,AD-130B3383,DANFOSS BACKPLATE FOR B1 ENCLOSURE,23.95,,N/A,N/A,N/A,N/A,AD-130B3383,Pentair,Pentair,AD-130B3383,DANFOSS BACKPLATE FOR B1 ENCLOSURE
Units,Paragon,AD-130B3397,DANFOSS BACKPLATE FOR B2 ENCLOSURE,31.93,,N/A,N/A,N/A,N/A,AD-130B3397,Pentair,Pentair,AD-130B3397,DANFOSS BACKPLATE FOR B2 ENCLOSURE
Units,Paragon,AD-130B3910,DANFOSS BACKPLATE FOR C1 ENCLOSURE,31.93,,N/A,N/A,N/A,N/A,AD-130B3910,Pentair,Pentair,AD-130B3910,DANFOSS BACKPLATE FOR C1 ENCLOSURE
Units,Paragon,AD-130R0336,DANFOSS FC-202 OPERATING INSTRUCTIONS,8.04,,N/A,N/A,N/A,N/A,AD-130R0336,Pentair,Pentair,AD-130R0336,DANFOSS FC-202 OPERATING INSTRUCTIONS
Units,Paragon,AD150-2303-N01,ACU-DRIVE 15HP 230V 3PH NEMA1 W/BATT B/U&STARTUP,3001.27,7.88E+11,N/A,N/A,N/A,N/A,AD150-2303-N01,Pentair,Pentair,AD150-2303-N01,ACU-DRIVE 15HP 230V 3PH NEMA1 W/BATT B/U&STARTUP
Units,Paragon,AD150-2303-N12,ACU DRIVE 15HP 230V 3PH NEMA12 W/BATT B/U&STRTUP,3151.39,7.88E+11,N/A,N/A,N/A,N/A,AD150-2303-N12,Pentair,Pentair,AD150-2303-N12,ACU DRIVE 15HP 230V 3PH NEMA12 W/BATT B/U&STRTUP
Units,Paragon,AD150-4603-N12,ACU-DRIVE 15HP 460V 3PH NEMA12 W/ BATT B/U & S/U,3219.69,7.88E+11,N/A,N/A,N/A,N/A,AD150-4603-N12,Pentair,Pentair,AD150-4603-N12,ACU-DRIVE 15HP 460V 3PH NEMA12 W/ BATT B/U & S/U
Units,Paragon,AD150-4603-N12-C,ACU-DRIVE 15HP 460V 3PH N12 W/BBU CONTSEL &SRTUP,3598.68,,N/A,N/A,N/A,N/A,AD150-4603-N12-C,Pentair,Pentair,AD150-4603-N12-C,ACU-DRIVE 15HP 460V 3PH N12 W/BBU CONTSEL &SRTUP
Units,Paragon,AD150-5753-N01,ACU DRIVE 15HP 575V 3PH NEMA 1,3468.71,7.88E+11,N/A,N/A,N/A,N/A,AD150-5753-N01,Pentair,Pentair,AD150-5753-N01,ACU DRIVE 15HP 575V 3PH NEMA 1
Units,Paragon,AD150-5753-N12,ACU DRIVE 15HP 575V 3PH NEMA 12,3559.77,7.88E+11,N/A,N/A,N/A,N/A,AD150-5753-N12,Pentair,Pentair,AD150-5753-N12,ACU DRIVE 15HP 575V 3PH NEMA 12
Units,Paragon,AD150X-4603-N01-FB,ACU-DRIVE 15HP 460V 3PH NEMA1 W/BATT LESS SRT UP,3184.03,,N/A,N/A,N/A,N/A,AD150X-4603-N01-FB,Pentair,Pentair,AD150X-4603-N01-FB,ACU-DRIVE 15HP 460V 3PH NEMA1 W/BATT LESS SRT UP
Units,Paragon,AD150X-4603-N12-C,ACU-DRIVE 15HP 460V 3PH N12 W/BBU CONTSEL LES SU,3145.99,,N/A,N/A,N/A,N/A,AD150X-4603-N12-C,Pentair,Pentair,AD150X-4603-N12-C,ACU-DRIVE 15HP 460V 3PH N12 W/BBU CONTSEL LES SU
Units,Paragon,AD150X-4603-N12-FB,ACU DRIVE 15HP 460V 3PH NEMA12 BATT BU LESSSTRUP,3383.09,,N/A,N/A,N/A,N/A,AD150X-4603-N12-FB,Pentair,Pentair,AD150X-4603-N12-FB,ACU DRIVE 15HP 460V 3PH NEMA12 BATT BU LESSSTRUP
Units,Paragon,AD200-2301-N01,Acu Drive 20 HP 230V 1PH Nema 1,5219.65,,N/A,N/A,N/A,N/A,AD200-2301-N01,Pentair,Pentair,AD200-2301-N01,Acu Drive 20 HP 230V 1PH Nema 1
Units,Paragon,AD200-2301-N12,Acu-Drive 20 HP 230V 1PH Nema 12 W/BATT BU&STRUP,5964.43,,N/A,N/A,N/A,N/A,AD200-2301-N12,Pentair,Pentair,AD200-2301-N12,Acu-Drive 20 HP 230V 1PH Nema 12 W/BATT BU&STRUP
Units,Paragon,AD200-2303-N01,ACU-DRIVE 20HP 230V 3PH NEMA1 W/BATT B/U&STARTUP,3395.94,7.88E+11,N/A,N/A,N/A,N/A,AD200-2303-N01,Pentair,Pentair,AD200-2303-N01,ACU-DRIVE 20HP 230V 3PH NEMA1 W/BATT B/U&STARTUP
Units,Paragon,AD200-2303-N01-FB,ACU-DRIVE 20HP 230V 3PH NEMA 1 W/ FUSE BP & BB,5185.99,,N/A,N/A,N/A,N/A,AD200-2303-N01-FB,Pentair,Pentair,AD200-2303-N01-FB,ACU-DRIVE 20HP 230V 3PH NEMA 1 W/ FUSE BP & BB
Units,Paragon,AD200-2303-N12,ACU DRIVE 20HP 230V 3PH NEMA 12,3578.24,7.88E+11,N/A,N/A,N/A,N/A,AD200-2303-N12,Pentair,Pentair,AD200-2303-N12,ACU DRIVE 20HP 230V 3PH NEMA 12
Units,Paragon,AD200-2303-N4X,ACU-DRIVE 20HP 230V 3PH NEMA4X W/BATTBU STARTUP,4150.03,,N/A,N/A,N/A,N/A,AD200-2303-N4X,Pentair,Pentair,AD200-2303-N4X,ACU-DRIVE 20HP 230V 3PH NEMA4X W/BATTBU STARTUP
Units,Paragon,AD200-4603-N12,"ACU DRIVE 20HP 460V 3PH NEMA12 W/BATT B/U,S/U&FD",3534.78,7.88E+11,N/A,N/A,N/A,N/A,AD200-4603-N12,Pentair,Pentair,AD200-4603-N12,"ACU DRIVE 20HP 460V 3PH NEMA12 W/BATT B/U,S/U&FD"
Units,Paragon,AD200-4603-N12-CB,ACU-DRIVE 20HP 460V 3PH NEMA12 W/BATT& CB W/SU,4561.84,,N/A,N/A,N/A,N/A,AD200-4603-N12-CB,Pentair,Pentair,AD200-4603-N12-CB,ACU-DRIVE 20HP 460V 3PH NEMA12 W/BATT& CB W/SU
Units,Paragon,AD200-4603-N12-FB,ACU-DRIVE 20HP 3PH 460V NEMA12 W/BATT B/U&STRTUP,4319.88,,N/A,N/A,N/A,N/A,AD200-4603-N12-FB,Pentair,Pentair,AD200-4603-N12-FB,ACU-DRIVE 20HP 3PH 460V NEMA12 W/BATT B/U&STRTUP
Units,Paragon,AD200-5753-N01,ACU DRIVE 20HP 575V 3PH NEMA1 W/BATT B/U&STARTUP,3955.2,7.88E+11,N/A,N/A,N/A,N/A,AD200-5753-N01,Pentair,Pentair,AD200-5753-N01,ACU DRIVE 20HP 575V 3PH NEMA1 W/BATT B/U&STARTUP
Units,Paragon,AD200-5753-N12,ACU DRIVE 20HP 575V 3PH NEMA 12,4064.86,7.88E+11,N/A,N/A,N/A,N/A,AD200-5753-N12,Pentair,Pentair,AD200-5753-N12,ACU DRIVE 20HP 575V 3PH NEMA 12
Units,Paragon,ad200x-2301-N01,ACU-DRIVE 20HP 230V SPH NEMA 1 W/BATT LESS STRUP,4539.24,,N/A,N/A,N/A,N/A,ad200x-2301-N01,Pentair,Pentair,ad200x-2301-N01,ACU-DRIVE 20HP 230V SPH NEMA 1 W/BATT LESS STRUP
Units,Paragon,AD200X-2303-N12-FB,ACU-DRIVE 20HP 230V 3PH N12 W/BATBU FBYP LESSSTR,4662.5,,N/A,N/A,N/A,N/A,AD200X-2303-N12-FB,Pentair,Pentair,AD200X-2303-N12-FB,ACU-DRIVE 20HP 230V 3PH N12 W/BATBU FBYP LESSSTR
Units,Paragon,AD200X-2303-N4X,ACU-DRIVE 20HP 230V 3PH NEMA4X W/BATT BU LESS SU,3449.21,,N/A,N/A,N/A,N/A,AD200X-2303-N4X,Pentair,Pentair,AD200X-2303-N4X,ACU-DRIVE 20HP 230V 3PH NEMA4X W/BATT BU LESS SU
Units,Paragon,AD200X-4603-N01-FB,ACU-DRIVE 20HP 460V 3PH NEMA1 W/BATT LESS SRT UP,3529.14,,N/A,N/A,N/A,N/A,AD200X-4603-N01-FB,Pentair,Pentair,AD200X-4603-N01-FB,ACU-DRIVE 20HP 460V 3PH NEMA1 W/BATT LESS SRT UP
Units,Paragon,ad200x-5753-N01,ACU-DRIVE 20HP 575V 3PH NEMA 1 LESS STARTUP,3159.6,,N/A,N/A,N/A,N/A,ad200x-5753-N01,Pentair,Pentair,ad200x-5753-N01,ACU-DRIVE 20HP 575V 3PH NEMA 1 LESS STARTUP
Units,Paragon,AD250-2303-N01,ACU DRIVE 25HP 230V 3PH NEMA 1,4668.02,7.88E+11,62,N/A,N/A,N/A,AD250-2303-N01,Pentair,Pentair,AD250-2303-N01,ACU DRIVE 25HP 230V 3PH NEMA 1
Units,Paragon,AD250-2303-N01-FB,"ACU-DRIVE 25HP 230V 3PH NEMA1 W/FB,BATT BU&SRTUP",5866.34,,N/A,N/A,N/A,N/A,AD250-2303-N01-FB,Pentair,Pentair,AD250-2303-N01-FB,"ACU-DRIVE 25HP 230V 3PH NEMA1 W/FB,BATT BU&SRTUP"
Units,Paragon,AD250-4603-N01,ACU DRIVE 25HP 460V 3PH NEM1 W/ S/U BATT BU & FD,3309.47,7.88E+11,N/A,N/A,N/A,N/A,AD250-4603-N01,Pentair,Pentair,AD250-4603-N01,ACU DRIVE 25HP 460V 3PH NEM1 W/ S/U BATT BU & FD
Units,Paragon,AD250-4603-N01-FB,"ACU-DRIVE 25HP 460V 3PH NEMA1 W/FB,BATT BU&SRTUP",4572.35,,N/A,N/A,N/A,N/A,AD250-4603-N01-FB,Pentair,Pentair,AD250-4603-N01-FB,"ACU-DRIVE 25HP 460V 3PH NEMA1 W/FB,BATT BU&SRTUP"
Units,Paragon,AD250-4603-N12,"ACU DRIVE 25HP 460V 3PH NEMA12 W/BATT B/U,S/U&FD",3695.16,7.88E+11,N/A,N/A,N/A,N/A,AD250-4603-N12,Pentair,Pentair,AD250-4603-N12,"ACU DRIVE 25HP 460V 3PH NEMA12 W/BATT B/U,S/U&FD"
Units,Paragon,AD250-4603-N4X,ACU-DRIVE 25HP 460V 3PH NEMA4X W/BATT AND STARTU,4440.44,,N/A,N/A,N/A,N/A,AD250-4603-N4X,Pentair,Pentair,AD250-4603-N4X,ACU-DRIVE 25HP 460V 3PH NEMA4X W/BATT AND STARTU
Units,Paragon,AD250-5753-N01,ACU DRIVE 25HP 575V 3PH NM1 W/FDISC BB AND SU,4749.34,7.88E+11,N/A,N/A,N/A,N/A,AD250-5753-N01,Pentair,Pentair,AD250-5753-N01,ACU DRIVE 25HP 575V 3PH NM1 W/FDISC BB AND SU
Units,Paragon,AD250-5753-N12,ACU DRIVE 25HP 575V 3PH NEMA 12,4625.17,7.88E+11,N/A,N/A,N/A,N/A,AD250-5753-N12,Pentair,Pentair,AD250-5753-N12,ACU DRIVE 25HP 575V 3PH NEMA 12
Units,Paragon,ad250x-2303-n01,ACU-DRIVE 25HP 230V 3PH NEMA1 W/BATT BU LESS SU,3953.2,,N/A,N/A,N/A,N/A,ad250x-2303-n01,Pentair,Pentair,ad250x-2303-n01,ACU-DRIVE 25HP 230V 3PH NEMA1 W/BATT BU LESS SU
Units,Paragon,AD250X-2303-N01-FB,"ACU DRIVE 25HP 230V 3PH NEMA1 W/FUSD BYPS,LS S/U",5165.52,,N/A,N/A,N/A,N/A,AD250X-2303-N01-FB,Pentair,Pentair,AD250X-2303-N01-FB,"ACU DRIVE 25HP 230V 3PH NEMA1 W/FUSD BYPS,LS S/U"
Units,Paragon,AD250X-2303-N4X,ACU-DRIVE 25HP 230V 3PH N4X W/BATT BU LESS STRTU,4837.51,,N/A,N/A,N/A,N/A,AD250X-2303-N4X,Pentair,Pentair,AD250X-2303-N4X,ACU-DRIVE 25HP 230V 3PH N4X W/BATT BU LESS STRTU
Units,Paragon,AD300-2303-N01,ACU DRIVE 30HP 230V 3PH NEMA 1,4791.58,7.88E+11,N/A,N/A,N/A,N/A,AD300-2303-N01,Pentair,Pentair,AD300-2303-N01,ACU DRIVE 30HP 230V 3PH NEMA 1
Units,Paragon,AD300-2303-N12,ACU DRIVE 30HP 230V 3PH NEMA 12,5314.13,7.88E+11,N/A,N/A,N/A,N/A,AD300-2303-N12,Pentair,Pentair,AD300-2303-N12,ACU DRIVE 30HP 230V 3PH NEMA 12
Units,Paragon,AD300-2303-N12-FB,ACU-DRIVE 30HP 230V 3PH NEMA12 W/BATTBU & SU,6990.98,,N/A,N/A,N/A,N/A,AD300-2303-N12-FB,Pentair,Pentair,AD300-2303-N12-FB,ACU-DRIVE 30HP 230V 3PH NEMA12 W/BATTBU & SU
Units,Paragon,AD300-2303-N12LD,"ACU DRIVE 30HP 230V 3PH N12 W/BATB/U, SU, W/O FD",4365.5,,N/A,N/A,N/A,N/A,AD300-2303-N12LD,Pentair,Pentair,AD300-2303-N12LD,"ACU DRIVE 30HP 230V 3PH N12 W/BATB/U, SU, W/O FD"
Units,Paragon,AD300-4603-N01,ACU DRIVE 30HP 460V 3PH NEMA1 W/BATT B/U&STARTUP,3640.73,7.88E+11,N/A,N/A,N/A,N/A,AD300-4603-N01,Pentair,Pentair,AD300-4603-N01,ACU DRIVE 30HP 460V 3PH NEMA1 W/BATT B/U&STARTUP
Units,Paragon,AD300-4603-N01-FB,"ACU-DRIVE 30HP 460V 3PH NEMA1 W/FB, BATT BU & SU",5097.33,,N/A,N/A,N/A,N/A,AD300-4603-N01-FB,Pentair,Pentair,AD300-4603-N01-FB,"ACU-DRIVE 30HP 460V 3PH NEMA1 W/FB, BATT BU & SU"
Units,Paragon,AD300-4603-N12,ACU DRIVE 30HP 460V 3PH NEMA 12,4013.98,7.88E+11,N/A,N/A,N/A,N/A,AD300-4603-N12,Pentair,Pentair,AD300-4603-N12,ACU DRIVE 30HP 460V 3PH NEMA 12
Units,Paragon,AD300-5753-N01,ACU DRIVE 30HP 575V 3PH NEMA 1,4740.26,7.88E+11,N/A,N/A,N/A,N/A,AD300-5753-N01,Pentair,Pentair,AD300-5753-N01,ACU DRIVE 30HP 575V 3PH NEMA 1
Units,Paragon,AD300-5753-N12,ACU DRIVE 30HP 575V 3PH NEMA 12,5178.83,7.88E+11,N/A,N/A,N/A,N/A,AD300-5753-N12,Pentair,Pentair,AD300-5753-N12,ACU DRIVE 30HP 575V 3PH NEMA 12
Units,Paragon,AD300X-4603-N01-FB,ACU-DRIVE 30HP 460V 3PH NEMA1 W/FB LESS STARTUP,4553,,N/A,N/A,N/A,N/A,AD300X-4603-N01-FB,Pentair,Pentair,AD300X-4603-N01-FB,ACU-DRIVE 30HP 460V 3PH NEMA1 W/FB LESS STARTUP
Units,Paragon,AD400-2303-N01,ACU DRIVE 40HP 230V 3PH NEMA 1,5576.96,7.88E+11,N/A,N/A,N/A,N/A,AD400-2303-N01,Pentair,Pentair,AD400-2303-N01,ACU DRIVE 40HP 230V 3PH NEMA 1
Units,Paragon,AD400-4603-N01,ACU DRIVE 40HP 460V 3PH NEMA 1,4189.72,7.88E+11,N/A,N/A,N/A,N/A,AD400-4603-N01,Pentair,Pentair,AD400-4603-N01,ACU DRIVE 40HP 460V 3PH NEMA 1
Units,Paragon,AD400-5753-N01,ACU DRIVE 40HP 575V 3PH NEMA 1,5292.35,7.88E+11,N/A,N/A,N/A,N/A,AD400-5753-N01,Pentair,Pentair,AD400-5753-N01,ACU DRIVE 40HP 575V 3PH NEMA 1
Units,Paragon,AD400-5753-N12,ACU DRIVE 40HP 575V 3PH NEMA 12,5822.68,7.88E+11,N/A,N/A,N/A,N/A,AD400-5753-N12,Pentair,Pentair,AD400-5753-N12,ACU DRIVE 40HP 575V 3PH NEMA 12
Units,Paragon,AD400X-2303-N12LFD,ACU-DRIVE 40HP 230V 3PH N12 W/BBU LESS STU & FD,4552.32,,N/A,N/A,N/A,N/A,AD400X-2303-N12LFD,Pentair,Pentair,AD400X-2303-N12LFD,ACU-DRIVE 40HP 230V 3PH N12 W/BBU LESS STU & FD
Units,Paragon,AD500-2303-N01,ACU DRIVE 50HP 230V 3PH NEMA 1,6427.65,7.88E+11,N/A,N/A,N/A,N/A,AD500-2303-N01,Pentair,Pentair,AD500-2303-N01,ACU DRIVE 50HP 230V 3PH NEMA 1
